id,name,address,city,state,mode,lat,lng
3413ae69-220c-430f-9f6f-2da76cd17819,Alloways Creek Friends Meetinghouse,Buttonwood Ave (150 ft west of Main St),Hancock's Bridge,NJ,sanctuary,39.5028,-75.4556
8b01e3b3-24be-4f16-8f65-9c5120e61fe6,Hancock House,3 Front Street,Hancock's Bridge,NJ,both,39.4986,-75.4558
acdea820-4911-43f8-b65d-d56976978ed3,East Point Lighthouse,10 Lighthouse Rd,Heislerville,NJ,both,39.1961,-75.0284
4674e45e-a359-43c5-8b6a-3188e272ec5c,The Hermitage,335 Franklin Tpk,Ho-Ho-Kus,NJ,both,41.0071393,-74.1177338
f6b04742-5c91-437e-bb70-1fdda8772e54,Bayview-New York Bay Cemetery,321 Garfield Ave,Jersey City,NJ,both,40.6941534,-74.0879919
04bb85ce-3041-4dd2-8123-5cd717bc5e2f,Old Bergen Church,1 Highland Ave,Jersey City,NJ,sanctuary,40.7276932,-74.068029
6540218e-8107-4a24-8fad-3f65f500468c,The Eyes of St. Joseph (St. Joseph Church),511 Pavonia Ave,Jersey City,NJ,theophany,40.7305272,-74.0574078
ca2bb170-9333-4f0d-9910-448afb9a83d7,Johnsonburg Camp & Retreat Center,29 Johnsonburg Camp Road,Johnsonburg,NJ,sanctuary,40.956,-74.9176
faf4f2da-2002-4fdc-bf7c-6f872324dab5,Cathedral of the Air (Chapel of the Air),264 Hope Chapel Road,Lakehurst,NJ,sanctuary,40.022,-74.3262
91923f13-2153-405b-92af-0fbd63ac9b73,Hindenburg Crash Site Memorial,"Landsdowne Rd, JB McGuire-Dix-Lakehurst",Lakehurst,NJ,theophany,40.0268,-74.3327
6b3f9901-6ea0-4160-bb50-6386a1b68e79,Murray Grove Retreat & Conference Center,94 Montague Ave,Lanoka Harbor,NJ,sanctuary,39.7916,-74.3036
76e93a2a-eb22-4a31-8454-e6e5e036977f,Phareloch Castle (Beatty Castle),Off Lyons Road,Liberty Corner,NJ,theophany,40.694,-74.52
cb89bd74-438c-4a80-aaa0-a3e6b8daac83,Monmouth Battlefield State Park,16 Business Route 33,Manalapan,NJ,theophany,40.2701821,-74.3175408
591cda4c-ccb4-420c-aa76-9b3358ad7785,The Devil's Tree,Mountain Road (near #181),Martinsville,NJ,theophany,40.63,-74.5831
858d67a6-b41e-49c4-8072-56d791a14b43,Kip's Castle Park,22 Crestmont Rd,Montclair,NJ,both,40.8290266,-74.2257431
0b42f7cb-4ddb-4d1d-8d3c-6690123742c6,Greystone Park Psychiatric Hospital (Original Site),59 Koch Ave,Morris Plains,NJ,theophany,40.8388893,-74.5102538
b6e67bc8-c01f-4365-8147-b43cb3f30c9e,Evergreen Cemetery,65 Martin Luther King Ave,Morristown,NJ,both,40.804524,-74.4744328
25f89f2d-4aa1-4155-8186-e1d710725bc0,Jockey Hollow (Morristown National Historical Park),580 Tempe Wick Rd,Morristown,NJ,both,40.7614,-74.5425
f0ae0c83-5091-40f1-ae4b-694fda05edea,Macculloch Hall Gardens,45 Macculloch Ave,Morristown,NJ,sanctuary,40.792573,-74.481932
246a05e3-701c-446a-9e3e-48e2eda0679e,St. Peter's Episcopal Church,121 South St,Morristown,NJ,sanctuary,40.7931282,-74.4774378
d968536b-957c-4f59-8b60-a51108e5ff86,Burl. County Prison Museum,128 High St,Mount Holly,NJ,theophany,39.9965894,-74.7892595
cb48492a-280f-419e-8870-d08baaeeedd6,Watchung Reservation,New Providence Road (primary entrance),Mountainside,NJ,both,40.6576,-74.3607
b1ae52aa-c3c4-4cd8-be57-ca9393638850,Whitall House (Red Bank Battlefield),100 Hessian Ave,National Park,NJ,theophany,39.868976,-75.189551
80000fd6-d429-40a8-a253-65f4250d4318,All Saints Memorial Church,202 Navesink Ave,Navesink,NJ,both,40.3983747,-74.0205699
bd6871ef-ab33-4cb3-816e-2fbaba7be1e7,Christ Episcopal Church Cemetery,5 Paterson St,New Brunswick,NJ,both,40.495768,-74.442621
31d67f40-3e84-4d13-b199-b87ab0b28495,Branch Brook Park,Park Ave & Lake St,Newark,NJ,sanctuary,40.7713635,-74.1756347
ec3a8b48-a5d3-4f92-a1c3-964d70c30f00,Cathedral of Sacred Heart,89 Ridge St,Newark,NJ,sanctuary,40.7561157,-74.1781429
5ebc841d-6451-4f63-a86e-9701a6b0f075,Clinton Place House,Clinton Pl,Newark,NJ,theophany,40.715524,-74.2128637
9c769703-c780-4080-9129-e009ef0418bb,Cave Grave (The Three Children's Cave),Near Oak Ridge Road (exact location per local knowledge),Newton,NJ,theophany,41.0488,-74.7512
8e64d770-aa4c-41bd-b1bd-3f29ea701877,Sacred Heart Spirituality Center,20 Old Swartswood Road,Newton,NJ,sanctuary,41.068165,-74.785694
38a01f78-aaea-4456-bb05-8228f874ca9e,Sterling Hill Mining Museum,30 Plant Street,Ogdensburg,NJ,theophany,41.0855,-74.5935
a0c0d3d0-a360-4bcc-8501-45d09c0abe1a,Great Falls of the Passaic River,McBride Ave & Spruce St (Great Falls National Historical Park),Paterson,NJ,both,40.9165,-74.1712
dfd10530-adf8-40d1-8668-19cefdddf3b8,Finn's Point National Cemetery,Fort Mott Road,Pennsville,NJ,sanctuary,39.5793,-75.5294
8f0f36f6-4b26-4089-806c-86889d06a847,Fort Mott State Park,454 Fort Mott Rd,Pennsville,NJ,both,39.5604,-75.5273
2802d69a-416f-4d63-b149-e28c11c8f489,Proprietary House,149 Kearny Ave,Perth Amboy,NJ,theophany,40.5034163,-74.2692933
783de6b5-4b6a-4968-92ff-4c34ab55d6e5,Quaker Meeting House (Quakertown),290 White Bridge Rd,Pittstown,NJ,sanctuary,40.5664,-74.9436
d49af51a-d35f-48d3-8caa-85d64bfd6c01,Spy House (Seabrook-Wilson House),119 Port Monmouth Rd,Port Monmouth,NJ,theophany,40.4383932,-74.0914695
891becd1-b2a3-4e75-8a61-0768e0f528db,Mt. Pisgah AME Church,170 Witherspoon St,Princeton,NJ,sanctuary,40.3542738,-74.6618529
e03da7fb-f9b8-4ff2-920a-ca588844122d,Princeton Friends Meeting House,470 Quaker Rd,Princeton,NJ,sanctuary,40.3269746,-74.6780237
f1ecb39d-f38d-4919-b32b-125d33543c21,Ringwood Manor State Park,1304 Sloatsburg Road,Ringwood,NJ,both,41.1148,-74.244
cde8a6dd-4fbb-41b8-80fd-288b9cfdb1ae,Salem Friends Meeting House,79 West Broadway,Salem,NJ,sanctuary,39.5787,-75.4674
1c85b230-de1a-4da0-9d9d-358b3c36c7a0,The Old Salem Oak,Walnut Street (Salem Friends Burial Ground),Salem,NJ,both,39.5772,-75.4673
fdf924f7-f287-4b5e-bf29-7a77e3e9c436,Allen House,400 Sycamore Ave,Shrewsbury,NJ,theophany,40.32397,-74.061674
1f5b74c9-f89e-4bdd-a4e2-7df51c12bc50,Wallace House and Old Dutch Parsonage,71 Somerset Street,Somerville,NJ,both,40.5689908,-74.6213706
464d7d82-43a8-467c-807d-2d7ee8fe62da,Surf City Hotel (Powhattan Wreck Site),813 Long Beach Blvd,Surf City,NJ,theophany,39.7285,-74.1658
11ed0198-a909-48f1-a283-1cc23d12d8d3,High Point State Park (High Point Monument Overlook),1480 State Route 23,Sussex,NJ,sanctuary,41.3239,-74.6609
902b02f4-f192-4dc1-9008-1c389878ef56,Trinity Episcopal Cemetery,1208 Kings Hwy,Swedesboro,NJ,both,39.749926,-75.3072415
810069e2-095f-475a-97a0-21557b28886c,Annie's Road (Riverview Drive),Riverview Drive,Totowa,NJ,theophany,40.8853052,-74.2308565
ec500a66-72fd-4571-95da-a30f6d773547,Kean University – Wilkins Theater,1000 Morris Avenue,Union,NJ,theophany,40.6780173,-74.2339287
6f8643da-8b92-4bd9-a97d-d63b119c54d4,Pine Barrens (Jersey Devil Territory),Waretown Road area (multiple access points throughout),Waretown,NJ,both,39.7877,-74.3148
c7f187d1-3d48-483f-a6b6-316a2dbcb73e,Mount Saint Mary House of Prayer,1651 US Route 22,Watchung,NJ,sanctuary,40.6485,-74.41455
4f9e2dea-9b3a-483b-8120-4bafd99dc077,"Clinton Furnace (""Druid Temple"" Ruins)","Clinton Road (off-road, south section)",West Milford,NJ,theophany,41.1132,-74.2984
7f5e04fe-4a9d-48bc-8e7b-0b6dc9b6f825,Clinton Road,"Clinton Road (begins at Route 23, Newfoundland)",West Milford,NJ,theophany,41.1565407,-74.395547
722ed2cb-d047-4359-b69c-f008732295f5,Trenton Psychiatric Hospital Grounds,Sullivan Way,West Trenton,NJ,theophany,40.2436,-74.8055
591a4303-ea80-4fae-8c04-cb84d5bbfe19,Gallows Hill Road (Westfield Hanging Tree Site),Corner of Gallows Hill Road and Brookside Place,Westfield,NJ,theophany,40.6509,-74.3461
a9a29b6a-4935-40c6-8f42-55800c1c5887,America's Keswick Christian Retreat and Conference Center,601 Route 530,Whiting,NJ,sanctuary,39.9643,-74.3196
81b4fd8a-b46e-44d6-bea4-387b8051b180,The Blue Hole,Piney Hollow Rd,Winslow,NJ,theophany,39.6320819,-74.8820475
cb9def2b-44d2-46b7-98e0-b3f0e0edebab,Gloucester County Courthouse,1 N Broad St,Woodbury,NJ,theophany,39.838298,-75.15319
9fba861b-42fd-49a0-985e-7c796eaafdb6,Woodbury Friends Meeting House,120 N Broad St,Woodbury,NJ,sanctuary,39.8399584,-75.1517196
e47ef59b-eaab-4b42-b536-2ae055dc03c1,Cathedral of the All Saints (Episcopal),62 S Swan St,Albany,NY,sanctuary,42.6489,-73.7545
47196342-610f-4a88-84a5-7bd48264c4fb,New York State Capitol Building,State St and Washington Ave,Albany,NY,theophany,42.6526,-73.7573
271090d6-5ed6-40f4-81b1-8545b6bedb16,Shaker Heritage Society,25 Meeting House Rd,Albany,NY,both,42.7247,-73.8114
4a75a58e-2f98-413c-86f3-1e7013008737,Ten Broeck Mansion,9 Ten Broeck Pl,Albany,NY,theophany,42.6661,-73.7545
dfd979fd-d5f3-4cef-921b-9efc92c247f9,Washington Park,State St to Western Ave,Albany,NY,theophany,42.6518,-73.765
b8dd269c-1b5f-4cfb-a250-ddfb09f02682,Amityville Horror House,112 Ocean Avenue,Amityville,NY,theophany,40.673185,-73.418243
9b693f25-6f52-4250-a740-8d679498995e,Winery at Marjim Manor,7171 E Lake Rd,Appleton,NY,theophany,43.3483165,-78.6390915
3e1fb5ab-f6df-496d-990e-33acba6883fe,Museum of the Moving Image,36-01 35th Ave,Astoria,NY,theophany,40.7558,-73.9267
75de2a2d-3135-46e5-8291-63e45352323e,Auburn Correctional Facility (Historic),135 State St,Auburn,NY,theophany,42.9341905,-76.5750409
4e5373e7-9dd6-41e7-9b86-d21ebd9b04c7,Fort Hill Cemetery,19 Fort St,Auburn,NY,both,42.9322,-76.564
ec1ba535-b10d-4bd1-ae8a-6553a4234fbf,Harriet Tubman National Historical Park,180 South St,Auburn,NY,sanctuary,42.9319,-76.5664
b94f0b92-5aed-4b04-bce6-c3d01bc9611b,Ausable Chasm,2144 U.S. Route 9,Ausable Chasm,NY,both,44.5248,-73.4615
594561f0-68f2-44dc-943e-ebd757fd4661,Batavia Cemetery,Washington Ave,Batavia,NY,both,42.9998064,-78.180003
2a12cf00-8326-468e-a052-231b76fafef5,Chapin Mill Retreat Center (Rochester Zen Center),9295 Buffalo Rd,Batavia,NY,sanctuary,42.9784,-77.9893
334bd344-d42a-4958-988b-7542752db2ed,DeWitt Recreation Area,Chestnut Ridge Rd,Batavia,NY,sanctuary,42.9891947,-78.1607497
02453ef1-e2d5-4b3d-ba3a-66944ce2ed3b,Holland Land Office Museum,131 W Main St,Batavia,NY,both,42.9991863,-78.1908551
e44c42be-37df-4ccc-9fd1-d63edee20359,Fire Island Lighthouse,4640 Captree Island,Bay Shore,NY,theophany,40.6284,-73.2169
904e2914-525b-478f-b42b-709f73e25d2a,Bayside Cemetery,2201 Corporal Kennedy St,Bayside,NY,both,40.7785,-73.7609
ca874c23-23be-46b5-bc85-dbe1e71860d9,Fort Totten,Cross Island Pkwy,Bayside,NY,theophany,40.7898,-73.7785
ada582b5-2a0b-4e59-bb6d-153de2e20cf8,Bannerman Castle,Pollepel Island (tour departure commonly from 2 Red Flynn Dr.),Beacon,NY,both,41.455688,-73.988609
8a4cb1b5-61ef-45bd-b5ee-6028f0e541b5,Bundy Museum of History and Art,129 Main St,Binghamton,NY,theophany,42.1018928,-75.9282391
7655840e-ffe3-4725-a16b-f4ba604e7e3c,Phelps Mansion Museum,191 Court St,Binghamton,NY,theophany,42.0994,-75.912
da81f56a-5a68-4db6-b8e1-64d83269bf1c,Recreation Park Pond Area,Route 11,Binghamton,NY,sanctuary,42.0912,-75.9203
97ea4449-3fa7-4500-877e-802186228817,Roberson Museum & Science Center,30 Front St,Binghamton,NY,theophany,42.0989,-75.9167
c7f99279-a9a4-4129-84dd-f0cfc33ccaf2,Blue Mountain Lake Overlook,Route 28,Blue Mountain Lake,NY,both,43.854415,-74.4366001
26a0c1b2-fbc5-46f2-be2e-e36d07b17c91,Bare Hill Unique Area,Bare Hill Rd,Branchport,NY,both,42.615,-77.162
51cf1331-f322-410c-bfaf-eb1ed3e462be,Fordham University Campus,441 E Fordham Rd,Bronx,NY,theophany,40.8595611,-73.8840495
792b6aba-9426-400e-a1aa-d6d195e7333b,New York Botanical Garden,2900 Southern Blvd,Bronx,NY,sanctuary,40.8622,-73.8769
ed9f6f8e-5e98-4b2c-87bd-f095483405ba,Wave Hill Public Garden,4900 Independence Ave,Bronx,NY,sanctuary,40.8983,-73.9129
52350343-bcb1-47c2-87b3-047e291da933,Woodlawn Cemetery,Webster Ave & East 233rd St,Bronx,NY,both,40.8957,-73.8729
809e2b53-f3a6-4923-949b-15e085b85f0a,Brooklyn Botanic Garden,990 Washington Ave,Brooklyn,NY,sanctuary,40.6694128,-73.9628997
005db7ea-508f-4634-91fe-aea3ef18dc75,Fort Greene Park Prison Ship Martyrs Monument,Washington Park,Brooklyn,NY,both,40.6914522,-73.97349
c6527b13-1e99-45eb-b364-fdd62818696d,Green-Wood Cemetery,500 25th St,Brooklyn,NY,both,40.6580892,-73.994841
33551712-05a9-4532-b869-252f394ccd41,Plymouth Church,75 Hicks St,Brooklyn,NY,sanctuary,40.6993187,-73.9937276
cf03a547-ce7c-4e5c-ac71-a01e0f1b8362,St. Mark's Church in-the-Bowery,131 E 10th St,Brooklyn,NY,both,40.6668951,-73.9833181
831c1a12-17a2-4260-b30d-a72f9edffd10,Forest Park Cemetery (Pinewoods),1521 State Route 2,Brunswick,NY,theophany,42.7602,-73.5936
66230ed9-78e4-403b-87a4-c53e8bc25d50,Buffalo Central Terminal,495 Paderewski Drive,Buffalo,NY,theophany,42.8891443,-78.830536
eb0e5db6-f085-4c89-9ff0-a98606b13ab8,Forest Lawn Cemetery,1411 Delaware Avenue,Buffalo,NY,both,42.922408,-78.867316
c0cb1de2-4630-4f10-a300-7203d0b9dab3,Garrett Memorial Chapel (Little Chapel on the Mount),Garrett Chapel Rd,Burdett,NY,sanctuary,42.455,-76.95
8a736d6e-e668-471e-b676-276d968a9cc6,Van Horn Mansion,2165 Lockport-Olcott Rd,Burt,NY,theophany,43.3119365,-78.7142853
1d251b3f-30b5-459d-a786-66ac59dce346,The Hub (St. Lawrence University),23 Romoda Dr,Canton,NY,theophany,44.591,-75.1663
dd4af74e-cf30-44d8-887a-2135c8a1b5a1,Letchworth State Park,1 Letchworth State Park,Castile,NY,both,42.6428,-77.9797
2d64a1f5-0f3b-4d5e-af05-4ddc06d8d309,Mount Morris Dam and Letchworth State Park — Inspiration Point,1 Letchworth State Park,Castile,NY,both,42.5698,-78.0534
e8bec933-4231-4fcb-b6ae-3928b7725edc,Old Catskill Point,1 Main St,Catskill,NY,sanctuary,42.2102422,-73.8536856
63428307-b355-48cf-88f3-254414c74893,Thomas Cole National Historic Site,218 Spring St,Catskill,NY,sanctuary,42.225766,-73.8615472
a01c544d-b287-4d33-ab0d-fadcff38f2a1,Chittenango Falls State Park,2300 Rathbun Rd,Cazenovia,NY,both,42.9769269,-75.8425772
12bc3cc3-9877-41c6-9b1e-e6ed020a7577,Lorenzo State Historic Site,17 Rippleton Rd,Cazenovia,NY,both,42.9222779,-75.8616308
c0d553be-a39d-4e15-87e3-5e35de9f5646,Chautauqua Institution,1 Ames Ave,Chautauqua,NY,sanctuary,42.2096,-79.4634
3ac547bc-d3a2-4c04-91c8-ef04924aca19,Cedar Point State Park,Route 12E,Clayton,NY,both,44.1228,-76.2827
bf50e8ad-ab0e-4efa-8c51-5f326350362b,Bull's Head Inn,2 Park Place,Cobleskill,NY,theophany,42.677106,-74.487085
dcddfb00-c918-47ee-ad88-3ca7952a39a1,Grapevine Farms,135 Mineral Springs Rd,Cobleskill,NY,theophany,42.6731099,-74.431794
3f3ec38b-44c7-42b5-832e-7fca0afdba92,Conesus Lake — South End Wetlands,E Lake Rd,Conesus,NY,both,42.7435031,-77.7113747
df975f4e-ecfb-4f90-8e56-139e41ba516d,Constableville Congregational Church,7 Royce St,Constableville,NY,sanctuary,43.559,-75.4279
6f6bac19-ad61-49fa-9d0f-e588d38b347d,Bannerman Castle (Pollepel Island),"Hudson River, Newburgh",Cornwall,NY,theophany,41.4499,-73.9929
19928738-8fae-41ef-980a-3ef32f00bb27,Lime Hollow Nature Center,338 McLean Road,Cortland,NY,sanctuary,42.56914,-76.251381
26fdcbf5-59c4-4317-9c95-2d32fda2b867,The 1890 House Museum,37 Tompkins Street,Cortland,NY,theophany,42.596139,-76.182222
3fbdc087-d7fe-4255-bbff-8dc2eedf1622,Crown Point State Historic Site,21 Grandview Drive,Crown Point,NY,both,44.02683,-73.429418
0811fb20-80b8-49d1-a2b3-1d68d3fae339,Rolling Hills Asylum,11001 Bethany Center Rd,East Bethany,NY,theophany,42.8811842,-78.1328049
63df8dbc-de4d-44d8-aa8a-2e4bc0ab1d95,Hanford Mills Museum,51 County Highway 12,East Meredith,NY,both,42.4234,-74.8855
e37e8b6a-f920-4fc4-8ef5-05cfc51beba7,Arnot Art Museum,235 Lake St,Elmira,NY,theophany,42.0908375,-76.8025713
54b37686-5caa-43b4-9eb6-80489272d14b,Mark Twain Study,One Park Place,Elmira,NY,sanctuary,42.0852,-76.8027
2bafc7c1-4fe8-4de3-814d-170ad60bd612,Mark Twain's Study at Elmira College,1 Park Pl,Elmira,NY,sanctuary,42.0879,-76.8053
e0b70f17-714d-4160-a639-9432b1af319a,Newtown Battlefield State Park,Rte 60,Elmira,NY,both,42.0612,-76.7803
7fd115de-4630-4bf3-be94-ca8a3c7b7bc4,Woodlawn Cemetery (Elmira),1200 Walnut St,Elmira,NY,both,42.072,-76.8088
74b8c518-b6a0-4204-a088-d95e43c9d1a4,Woodlawn National Cemetery,1825 Davis St,Elmira,NY,both,42.0814,-76.8122
b76a5ef0-40da-4a7b-8ef9-c879dd3390a0,Mount Saint Francis Hermitage,861 Munson St,Endicott,NY,sanctuary,42.115,-76.055
b4f199ee-324b-4039-a28a-f7f9ef8686d4,Landis Arboretum,174 Lape Rd,Esperance,NY,sanctuary,42.7654,-74.2893
ba2ca7f5-3698-4b42-bd66-44e264347dad,Montgomery County Old Courthouse,9 Park St,Fonda,NY,theophany,42.9529439,-74.3755317
f09e537c-5e3d-4a8a-9466-55886a5836c9,Jane McCrea House,5 Catherine St,Fort Edward,NY,theophany,43.2671,-73.5842
7ebc6dba-70de-4436-b33e-4f73f13112f5,Old Fort House Museum,29 Broadway,Fort Edward,NY,theophany,43.2617,-73.5807
27af597b-c4be-4814-886b-d12ce040c5eb,Schoharie Crossing State Historic Site,129 Schoharie St,Fort Hunter,NY,sanctuary,42.9396084,-74.2825355
f70e440e-b61e-4ca0-97bb-3f198c2b65d0,Stone Arabia Church,5371 Ephratah Rd,Fort Plain,NY,both,42.9427,-74.5562
54b53654-0691-41f5-8d5f-86db72880e37,Gurnsey Hollow Cemetery,Gurnsey Hollow Rd,Frewsburg,NY,theophany,42.0567,-79.1543
33623e0a-c3e5-4ec4-86a7-944631040763,Cathedral of the Incarnation,36 Cathedral Ave,Garden City,NY,sanctuary,40.719765,-73.6416814
232c3bdd-9f93-48a0-bb50-5e95048394a7,Graymoor Spiritual Life Center / Holy Mountain Franciscan Retreat Center,40 Franciscan Way,Garrison,NY,sanctuary,41.3745,-73.9421
60bef80b-6d39-4a8c-bd05-53e77aa12dae,Burn Brae Mansion,Glen Spey Rd,Glen Spey,NY,theophany,41.4333,-74.8667
2a300003-2d7d-400e-b3a5-6e7a05949c74,Machpelah Cemetery,8230 Cypress Hills St,Glendale,NY,theophany,40.693455,-73.88473
e41a2215-2a8d-4c37-b683-0578bc3f1435,Pine Tree Woods Edge,1482 Riceville Rd,Gloversville,NY,sanctuary,43.0712,-74.327
23d9767e-3fd6-4b8e-83cb-4ca8fca00675,Hollenbeck Cemetery,Hollow Rd,Grafton,NY,theophany,42.8218826,-73.3816239
e2a65d2a-f780-4e70-8b32-f23ce64f0e13,Kaaterskill Falls,Laurel House Rd,Haines Falls,NY,both,42.1921858,-74.1004066
5dec8f9f-0647-4d6a-9c9b-322f5ee40c63,Hollenbeck Cemetery,Hollenbeck Ave,Haverstraw,NY,theophany,41.201,-73.989
87287d43-5256-44a6-9c05-9add474bfe0b,Shoemaker House,108 N Washington St,Herkimer,NY,theophany,43.0263616,-74.9846078
6f80ad37-5c9b-440b-bbae-c2fc2a06742d,Hinsdale House (Dandy House),McMahon Rd,Hinsdale,NY,theophany,42.1650149,-78.3427676
2c21e2e2-ed8c-4092-9d13-7a9277a52623,Howe Caverns,255 Discovery Dr,Howes Cave,NY,both,42.6957642,-74.3987702
27d110cf-bd63-40a5-8976-40527b82c41a,Olana State Historic Site,5720 Route 9G,Hudson,NY,sanctuary,42.217105,-73.829259
3de81cc2-e5dd-409b-8b70-6b65b1d48429,Peace Village Learning and Retreat Center,Hullsville Rd,Hullsville,NY,sanctuary,42.1425799,-76.1734337
b962f727-2eec-42d5-894c-9cd34bf61ff7,Foundation of Light,5 Penny Lane,Ithaca,NY,sanctuary,42.4167,-76.501
e69eeca2-b72c-4139-91e8-ab8d2677b767,Thomas Berry Place (Passionist Retreat),86-45 192nd St,Jamaica,NY,sanctuary,40.7101,-73.7888
38beeb57-404d-4e80-8e99-2345f343c234,Fulton County Courthouse Square,223 W Main St,Johnstown,NY,theophany,43.0066542,-74.374689
ba1dd986-7848-42fd-a756-821a0dd1e19b,Johnson Hall State Historic Site,139 Hall Ave,Johnstown,NY,both,43.0162634,-74.3833309
f80c0202-c196-43b6-b9bb-2a19bbcbe811,Garrett Memorial Chapel,Garrett Memorial Chapel,Keuka Park,NY,sanctuary,42.5076,-77.1312
8173aabf-0f05-464b-83be-8cf1b78505fd,Senate House State Historic Site,296 Fair St,Kingston,NY,both,41.9281,-74.0059
30bb9745-4de6-45fc-9310-7d16460e5870,Fort William Henry,46 Canada St,Lake George,NY,theophany,43.4190362,-73.7135323
da4fb13b-8c8e-40bd-bc38-234de6cb76da,Old Warren County Courthouse,1 Lower Amherst St,Lake George,NY,theophany,43.4238,-73.7129
5a034639-90b2-4825-9b23-63160ebed48e,Prospect Mountain,Prospect Mountain Veterans Memorial Hwy,Lake George,NY,both,43.4248,-73.7457
6c3b8974-9fab-4f6d-9fb4-2b335ea89822,John Brown Farm State Historic Site,115 John Brown Road,Lake Placid,NY,both,44.250014,-73.971776
48c4d8b4-0f84-4677-96d4-4bb7147ac696,Lake Pleasant Cemetery,Route 8,Lake Pleasant,NY,both,43.5107441,-74.314143
